id,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,buildingMaterial,condition,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
811891f98a870dfd6e414374a0a85560,blockOfFlats,47.0,2.0,6.0,12.0,1981.0,53.4285438,14.5528116,0.79,67.0,0.288,0.285,0.268,0.245,0.068,0.593,0.085,condominium,concreteSlab,,no,yes,yes,no,yes,449000
